,fecha_I,fecha_O,temporada_alta,dif_min,atraso_15,periodo_dia
3565,2017-01-30 13:55:00,2017-01-30 14:38:00,1,43,1,tarde
3566,2017-01-31 11:55:00,2017-01-31 12:08:00,1,13,0,mañana
3567,2017-01-01 09:30:00,2017-01-01 09:29:00,1,1,0,mañana
3568,2017-01-05 14:40:00,2017-01-05 14:39:00,1,1,0,tarde
3569,2017-01-06 15:45:00,2017-01-06 16:05:00,1,20,1,tarde
3570,2017-01-07 16:00:00,2017-01-07 16:11:00,1,11,0,tarde
3571,2017-01-10 16:10:00,2017-01-10 16:10:00,1,0,0,tarde
3572,2017-01-11 15:20:00,2017-01-11 15:30:00,1,10,0,tarde
3573,2017-01-12 14:40:00,2017-01-12 14:54:00,1,14,0,tarde
3574,2017-01-13 15:45:00,2017-01-13 15:46:00,1,1,0,tarde
3575,2017-01-14 16:00:00,2017-01-14 16:14:00,1,14,0,tarde
3576,2017-01-17 16:10:00,2017-01-17 16:28:00,1,18,1,tarde
3577,2017-01-18 15:20:00,2017-01-18 15:34:00,1,14,0,tarde
3578,2017-01-19 14:40:00,2017-01-19 14:49:00,1,9,0,tarde
3579,2017-01-20 15:45:00,2017-01-20 15:50:00,1,5,0,tarde
3580,2017-01-21 16:00:00,2017-01-21 16:18:00,1,18,1,tarde
3581,2017-01-22 15:30:00,2017-01-22 15:40:00,1,10,0,tarde
3582,2017-01-23 14:50:00,2017-01-23 14:52:00,1,2,0,tarde
3583,2017-01-24 16:10:00,2017-01-24 16:09:00,1,1,0,tarde
3584,2017-01-25 15:20:00,2017-01-25 15:32:00,1,12,0,tarde
3585,2017-01-26 14:35:00,2017-01-26 14:37:00,1,2,0,tarde
3586,2017-01-27 15:50:00,2017-01-27 15:48:00,1,2,0,tarde
3587,2017-01-28 16:00:00,2017-01-28 16:11:00,1,11,0,tarde
3588,2017-01-29 15:30:00,2017-01-29 15:31:00,1,1,0,tarde
3589,2017-01-30 14:45:00,2017-01-30 14:46:00,1,1,0,tarde
3590,2017-01-31 16:10:00,2017-01-31 16:20:00,1,10,0,tarde
3591,2017-01-01 16:05:00,2017-01-01 16:01:00,1,4,0,tarde
3592,2017-01-02 17:05:00,2017-01-02 17:15:00,1,10,0,tarde
3593,2017-01-03 17:25:00,2017-01-03 17:29:00,1,4,0,tarde
3594,2017-01-05 17:40:00,2017-01-05 17:42:00,1,2,0,tarde
3595,2017-01-06 17:00:00,2017-01-06 17:10:00,1,10,0,tarde
3596,2017-01-08 17:30:00,2017-01-08 17:37:00,1,7,0,tarde
3597,2017-01-09 17:05:00,2017-01-09 17:08:00,1,3,0,tarde
3598,2017-01-10 17:25:00,2017-01-10 17:25:00,1,0,0,tarde
3599,2017-01-12 17:40:00,2017-01-12 17:55:00,1,15,0,tarde
3600,2017-01-13 17:40:00,2017-01-13 17:55:00,1,15,0,tarde
3601,2017-01-15 17:00:00,2017-01-15 17:01:00,1,1,0,tarde
3602,2017-01-16 17:05:00,2017-01-16 17:13:00,1,8,0,tarde
3603,2017-01-17 17:25:00,2017-01-17 17:31:00,1,6,0,tarde
3604,2017-01-19 17:40:00,2017-01-19 18:06:00,1,26,1,tarde
3605,2017-01-20 17:25:00,2017-01-20 17:25:00,1,0,0,tarde
3606,2017-01-22 17:00:00,2017-01-22 17:00:00,1,0,0,tarde
3607,2017-01-23 17:05:00,2017-01-23 17:01:00,1,4,0,tarde
3608,2017-01-24 17:25:00,2017-01-24 17:27:00,1,2,0,tarde
3609,2017-01-26 17:40:00,2017-01-26 17:43:00,1,3,0,tarde
3610,2017-01-27 17:30:00,2017-01-27 17:38:00,1,8,0,tarde
3611,2017-01-29 17:15:00,2017-01-29 17:23:00,1,8,0,tarde
3612,2017-01-30 17:05:00,2017-01-30 17:06:00,1,1,0,tarde
3613,2017-01-31 17:25:00,2017-01-31 17:28:00,1,3,0,tarde
3614,2017-01-01 18:30:00,2017-01-01 18:29:00,1,1,0,tarde
3615,2017-01-02 18:35:00,2017-01-02 18:31:00,1,4,0,tarde
3616,2017-01-03 18:40:00,2017-01-03 18:41:00,1,1,0,tarde
3617,2017-01-04 18:25:00,2017-01-04 18:23:00,1,2,0,tarde
3618,2017-01-05 18:25:00,2017-01-05 18:28:00,1,3,0,tarde
3619,2017-01-06 18:25:00,2017-01-06 19:12:00,1,47,1,tarde
3620,2017-01-07 18:25:00,2017-01-07 18:28:00,1,3,0,tarde
3621,2017-01-08 18:25:00,2017-01-08 18:23:00,1,2,0,tarde
3622,2017-01-09 18:35:00,2017-01-09 18:35:00,1,0,0,tarde
3623,2017-01-10 18:40:00,2017-01-10 18:51:00,1,11,0,tarde
3624,2017-01-11 18:25:00,2017-01-11 18:31:00,1,6,0,tarde
3625,2017-01-12 18:25:00,2017-01-12 18:35:00,1,10,0,tarde
3626,2017-01-13 18:25:00,2017-01-13 18:25:00,1,0,0,tarde
3627,2017-01-14 18:10:00,2017-01-14 18:13:00,1,3,0,tarde
3628,2017-01-15 18:25:00,2017-01-15 18:24:00,1,1,0,tarde
3629,2017-01-16 18:35:00,2017-01-16 18:39:00,1,4,0,tarde
3630,2017-01-17 18:40:00,2017-01-17 18:40:00,1,0,0,tarde
3631,2017-01-18 18:25:00,2017-01-18 18:28:00,1,3,0,tarde
3632,2017-01-19 18:25:00,2017-01-19 18:30:00,1,5,0,tarde
3633,2017-01-20 18:25:00,2017-01-20 18:34:00,1,9,0,tarde
3634,2017-01-21 18:40:00,2017-01-21 18:51:00,1,11,0,tarde
3635,2017-01-22 18:15:00,2017-01-22 18:13:00,1,2,0,tarde
3636,2017-01-23 18:35:00,2017-01-23 18:44:00,1,9,0,tarde
3637,2017-01-24 18:40:00,2017-01-24 18:46:00,1,6,0,tarde
3638,2017-01-25 18:25:00,2017-01-25 18:25:00,1,0,0,tarde
3639,2017-01-26 18:25:00,2017-01-26 18:27:00,1,2,0,tarde
3640,2017-01-27 18:25:00,2017-01-27 18:42:00,1,17,1,tarde
3641,2017-01-28 18:40:00,2017-01-28 18:53:00,1,13,0,tarde
3642,2017-01-29 18:25:00,2017-01-29 18:38:00,1,13,0,tarde
3643,2017-01-30 18:35:00,2017-01-30 18:49:00,1,14,0,tarde
3644,2017-01-31 18:40:00,2017-01-31 18:43:00,1,3,0,tarde
3645,2017-01-02 12:55:00,2017-01-02 12:55:00,1,0,0,tarde
3646,2017-01-03 14:05:00,2017-01-03 14:03:00,1,2,0,tarde
3647,2017-01-04 13:55:00,2017-01-04 13:55:00,1,0,0,tarde
3648,2017-01-05 12:55:00,2017-01-05 12:58:00,1,3,0,tarde
3649,2017-01-06 10:20:00,2017-01-06 10:22:00,1,2,0,mañana
3650,2017-01-07 13:35:00,2017-01-07 13:41:00,1,6,0,tarde
3651,2017-01-08 11:20:00,2017-01-08 11:19:00,1,1,0,mañana
3652,2017-01-09 13:10:00,2017-01-09 13:28:00,1,18,1,tarde
3653,2017-01-10 14:00:00,2017-01-10 14:07:00,1,7,0,tarde
3654,2017-01-11 13:50:00,2017-01-11 13:52:00,1,2,0,tarde
3655,2017-01-12 12:55:00,2017-01-12 12:53:00,1,2,0,tarde
3656,2017-01-13 10:20:00,2017-01-13 10:19:00,1,1,0,mañana
3657,2017-01-14 13:25:00,2017-01-14 13:30:00,1,5,0,tarde
3658,2017-01-15 11:25:00,2017-01-15 11:26:00,1,1,0,mañana
3659,2017-01-16 13:10:00,2017-01-16 13:18:00,1,8,0,tarde
3660,2017-01-17 14:00:00,2017-01-17 14:18:00,1,18,1,tarde
3661,2017-01-18 13:55:00,2017-01-18 14:37:00,1,42,1,tarde
3662,2017-01-19 12:55:00,2017-01-19 12:57:00,1,2,0,tarde
3663,2017-01-20 10:20:00,2017-01-20 10:28:00,1,8,0,mañana
3664,2017-01-21 13:25:00,2017-01-21 13:22:00,1,3,0,tarde
3665,2017-01-22 11:30:00,2017-01-22 11:30:00,1,0,0,mañana
3666,2017-01-23 13:10:00,2017-01-23 13:11:00,1,1,0,tarde
3667,2017-01-24 14:00:00,2017-01-24 14:01:00,1,1,0,tarde
3668,2017-01-25 13:55:00,2017-01-25 15:51:00,1,116,1,tarde
3669,2017-01-26 12:55:00,2017-01-26 13:02:00,1,7,0,tarde
3670,2017-01-27 10:20:00,2017-01-27 10:29:00,1,9,0,mañana
3671,2017-01-28 13:25:00,2017-01-28 13:24:00,1,1,0,tarde
3672,2017-01-29 11:30:00,2017-01-29 12:58:00,1,88,1,mañana
3673,2017-01-30 13:25:00,2017-01-30 13:22:00,1,3,0,tarde
3674,2017-01-31 14:05:00,2017-01-31 14:19:00,1,14,0,tarde
3675,2017-01-01 09:50:00,2017-01-01 09:53:00,1,3,0,mañana
3676,2017-01-03 10:00:00,2017-01-03 10:02:00,1,2,0,mañana
3677,2017-01-06 10:00:00,2017-01-06 10:01:00,1,1,0,mañana
3678,2017-01-08 10:00:00,2017-01-08 10:03:00,1,3,0,mañana
3679,2017-01-10 10:00:00,2017-01-10 10:07:00,1,7,0,mañana
3680,2017-01-13 10:00:00,2017-01-13 10:17:00,1,17,1,mañana
3681,2017-01-15 10:00:00,2017-01-15 09:58:00,1,2,0,mañana
3682,2017-01-17 10:00:00,2017-01-17 10:02:00,1,2,0,mañana
3683,2017-01-20 10:00:00,2017-01-20 09:59:00,1,1,0,mañana
3684,2017-01-22 10:00:00,2017-01-22 09:59:00,1,1,0,mañana
3685,2017-01-24 10:00:00,2017-01-24 10:00:00,1,0,0,mañana
3686,2017-01-27 10:00:00,2017-01-27 10:09:00,1,9,0,mañana
3687,2017-01-29 10:00:00,2017-01-29 10:17:00,1,17,1,mañana
3688,2017-01-31 10:00:00,2017-01-31 10:01:00,1,1,0,mañana
3689,2017-01-02 06:20:00,2017-01-02 06:12:00,1,8,0,mañana
3690,2017-01-03 07:15:00,2017-01-03 07:14:00,1,1,0,mañana
3691,2017-01-04 07:10:00,2017-01-04 07:10:00,1,0,0,mañana
3692,2017-01-06 07:35:00,2017-01-06 07:42:00,1,7,0,mañana
3693,2017-01-07 07:15:00,2017-01-07 07:26:00,1,11,0,mañana
3694,2017-01-08 06:40:00,2017-01-08 06:43:00,1,3,0,mañana
3695,2017-01-09 06:20:00,2017-01-09 06:22:00,1,2,0,mañana
3696,2017-01-10 07:15:00,2017-01-10 07:25:00,1,10,0,mañana
3697,2017-01-11 07:10:00,2017-01-11 07:12:00,1,2,0,mañana
3698,2017-01-13 06:05:00,2017-01-13 06:22:00,1,17,1,mañana
3699,2017-01-14 07:15:00,2017-01-14 07:17:00,1,2,0,mañana
3700,2017-01-15 06:50:00,2017-01-15 07:20:00,1,30,1,mañana
3701,2017-01-16 06:20:00,2017-01-16 06:21:00,1,1,0,mañana
3702,2017-01-17 07:15:00,2017-01-17 07:23:00,1,8,0,mañana
3703,2017-01-18 07:10:00,2017-01-18 07:13:00,1,3,0,mañana
3704,2017-01-20 06:05:00,2017-01-20 06:12:00,1,7,0,mañana
3705,2017-01-21 07:15:00,2017-01-21 07:20:00,1,5,0,mañana
3706,2017-01-22 06:50:00,2017-01-22 07:04:00,1,14,0,mañana
3707,2017-01-23 06:20:00,2017-01-23 06:16:00,1,4,0,mañana
3708,2017-01-24 07:15:00,2017-01-24 07:17:00,1,2,0,mañana
3709,2017-01-25 07:00:00,2017-01-25 06:58:00,1,2,0,mañana
3710,2017-01-27 06:05:00,2017-01-27 06:14:00,1,9,0,mañana
3711,2017-01-28 07:15:00,2017-01-28 07:16:00,1,1,0,mañana
3712,2017-01-29 06:50:00,2017-01-29 06:58:00,1,8,0,mañana
3713,2017-01-30 06:20:00,2017-01-30 06:19:00,1,1,0,mañana
3714,2017-01-31 07:15:00,2017-01-31 07:27:00,1,12,0,mañana
3715,2017-01-02 11:00:00,2017-01-02 11:01:00,1,1,0,mañana
3716,2017-01-03 10:00:00,2017-01-03 10:05:00,1,5,0,mañana
3717,2017-01-05 08:15:00,2017-01-05 08:17:00,1,2,0,mañana
3718,2017-01-07 09:40:00,2017-01-07 09:45:00,1,5,0,mañana
3719,2017-01-09 11:00:00,2017-01-09 10:59:00,1,1,0,mañana
3720,2017-01-10 08:15:00,2017-01-10 08:15:00,1,0,0,mañana
3721,2017-01-12 08:15:00,2017-01-12 08:15:00,1,0,0,mañana
3722,2017-01-13 07:25:00,2017-01-13 07:29:00,1,4,0,mañana
3723,2017-01-14 09:40:00,2017-01-14 09:42:00,1,2,0,mañana
3724,2017-01-16 11:00:00,2017-01-16 11:08:00,1,8,0,mañana
3725,2017-01-17 08:15:00,2017-01-17 08:17:00,1,2,0,mañana
3726,2017-01-19 08:15:00,2017-01-19 08:17:00,1,2,0,mañana
3727,2017-01-20 07:30:00,2017-01-20 07:57:00,1,27,1,mañana
3728,2017-01-21 09:40:00,2017-01-21 09:44:00,1,4,0,mañana
3729,2017-01-23 11:00:00,2017-01-23 11:01:00,1,1,0,mañana
3730,2017-01-24 08:15:00,2017-01-24 08:53:00,1,38,1,mañana
3731,2017-01-26 08:15:00,2017-01-26 08:29:00,1,14,0,mañana
3732,2017-01-27 07:30:00,2017-01-27 07:33:00,1,3,0,mañana
3733,2017-01-28 09:50:00,2017-01-28 10:01:00,1,11,0,mañana
3734,2017-01-30 11:00:00,2017-01-30 10:59:00,1,1,0,mañana
3735,2017-01-31 08:25:00,2017-01-31 08:21:00,1,4,0,mañana
3736,2017-01-02 12:45:00,2017-01-02 12:50:00,1,5,0,tarde
3737,2017-01-03 12:55:00,2017-01-03 13:03:00,1,8,0,tarde
3738,2017-01-04 13:35:00,2017-01-04 13:34:00,1,1,0,tarde
3739,2017-01-05 14:50:00,2017-01-05 14:49:00,1,1,0,tarde
3740,2017-01-06 13:45:00,2017-01-06 13:47:00,1,2,0,tarde
3741,2017-01-07 15:05:00,2017-01-07 15:27:00,1,22,1,tarde
3742,2017-01-08 13:45:00,2017-01-08 13:47:00,1,2,0,tarde
3743,2017-01-09 12:45:00,2017-01-09 13:57:00,1,72,1,tarde
3744,2017-01-10 12:55:00,2017-01-10 13:03:00,1,8,0,tarde
3745,2017-01-11 13:35:00,2017-01-11 13:39:00,1,4,0,tarde
3746,2017-01-12 14:45:00,2017-01-12 14:49:00,1,4,0,tarde
3747,2017-01-13 13:40:00,2017-01-13 13:42:00,1,2,0,tarde
3748,2017-01-14 14:50:00,2017-01-14 14:51:00,1,1,0,tarde
3749,2017-01-15 14:30:00,2017-01-15 14:34:00,1,4,0,tarde
3750,2017-01-16 12:30:00,2017-01-16 12:34:00,1,4,0,tarde
3751,2017-01-17 12:55:00,2017-01-17 12:56:00,1,1,0,tarde
3752,2017-01-18 13:35:00,2017-01-18 13:41:00,1,6,0,tarde
3753,2017-01-19 14:55:00,2017-01-19 15:21:00,1,26,1,tarde
3754,2017-01-20 13:45:00,2017-01-20 13:49:00,1,4,0,tarde
3755,2017-01-21 17:35:00,2017-01-21 17:39:00,1,4,0,tarde
3756,2017-01-22 14:30:00,2017-01-22 14:29:00,1,1,0,tarde
3757,2017-01-23 12:40:00,2017-01-23 12:48:00,1,8,0,tarde
3758,2017-01-24 12:55:00,2017-01-24 12:55:00,1,0,0,tarde
3759,2017-01-25 13:35:00,2017-01-25 13:42:00,1,7,0,tarde
3760,2017-01-26 14:55:00,2017-01-26 15:07:00,1,12,0,tarde
3761,2017-01-27 13:35:00,2017-01-27 13:36:00,1,1,0,tarde
3762,2017-01-28 17:35:00,2017-01-28 17:40:00,1,5,0,tarde
3763,2017-01-29 14:15:00,2017-01-29 14:14:00,1,1,0,tarde
3764,2017-01-30 12:45:00,2017-01-30 12:51:00,1,6,0,tarde
3765,2017-01-31 12:50:00,2017-01-31 12:58:00,1,8,0,tarde
3766,2017-01-04 14:50:00,2017-01-04 14:57:00,1,7,0,tarde
3767,2017-01-05 15:35:00,2017-01-05 15:42:00,1,7,0,tarde
3768,2017-01-06 19:20:00,2017-01-06 19:33:00,1,13,0,noche
3769,2017-01-08 14:55:00,2017-01-08 15:01:00,1,6,0,tarde
3770,2017-01-11 14:05:00,2017-01-11 14:07:00,1,2,0,tarde
3771,2017-01-12 15:35:00,2017-01-12 15:41:00,1,6,0,tarde
3772,2017-01-13 19:20:00,2017-01-13 19:22:00,1,2,0,noche
3773,2017-01-15 14:55:00,2017-01-15 14:55:00,1,0,0,tarde
3774,2017-01-18 14:05:00,2017-01-18 14:37:00,1,32,1,tarde
3775,2017-01-19 15:35:00,2017-01-19 15:51:00,1,16,1,tarde
3776,2017-01-20 19:20:00,2017-01-20 19:26:00,1,6,0,noche
3777,2017-01-22 15:00:00,2017-01-22 15:09:00,1,9,0,tarde
3778,2017-01-25 14:05:00,2017-01-25 14:14:00,1,9,0,tarde
3779,2017-01-26 15:35:00,2017-01-26 15:49:00,1,14,0,tarde
3780,2017-01-27 19:20:00,2017-01-27 19:19:00,1,1,0,noche
3781,2017-01-29 15:00:00,2017-01-29 15:15:00,1,15,0,tarde
3782,2017-01-01 17:30:00,2017-01-01 17:57:00,1,27,1,tarde
3783,2017-01-02 15:25:00,2017-01-02 15:20:00,1,5,0,tarde
3784,2017-01-03 20:55:00,2017-01-03 20:56:00,1,1,0,noche
3785,2017-01-04 20:10:00,2017-01-04 20:22:00,1,12,0,noche
3786,2017-01-05 12:10:00,2017-01-05 12:13:00,1,3,0,tarde
3787,2017-01-06 16:00:00,2017-01-06 16:09:00,1,9,0,tarde
3788,2017-01-07 19:15:00,2017-01-07 19:15:00,1,0,0,noche
3789,2017-01-08 16:10:00,2017-01-08 16:10:00,1,0,0,tarde
3790,2017-01-09 15:25:00,2017-01-09 15:28:00,1,3,0,tarde
3791,2017-01-10 20:55:00,2017-01-10 20:55:00,1,0,0,noche
3792,2017-01-11 20:10:00,2017-01-11 20:35:00,1,25,1,noche
3793,2017-01-12 12:20:00,2017-01-12 12:28:00,1,8,0,tarde
3794,2017-01-13 16:00:00,2017-01-13 16:02:00,1,2,0,tarde
3795,2017-01-14 19:25:00,2017-01-14 19:25:00,1,0,0,noche
3796,2017-01-15 17:15:00,2017-01-15 17:24:00,1,9,0,tarde
3797,2017-01-16 15:25:00,2017-01-16 15:32:00,1,7,0,tarde
3798,2017-01-17 20:55:00,2017-01-17 20:48:00,1,7,0,noche
3799,2017-01-18 20:10:00,2017-01-18 20:30:00,1,20,1,noche
3800,2017-01-19 12:20:00,2017-01-19 12:43:00,1,23,1,tarde
3801,2017-01-20 16:00:00,2017-01-20 16:07:00,1,7,0,tarde
3802,2017-01-21 19:25:00,2017-01-21 19:29:00,1,4,0,noche
3803,2017-01-22 16:45:00,2017-01-22 16:44:00,1,1,0,tarde
3804,2017-01-23 15:25:00,2017-01-23 15:32:00,1,7,0,tarde
3805,2017-01-24 20:55:00,2017-01-24 20:56:00,1,1,0,noche
3806,2017-01-25 20:10:00,2017-01-25 20:10:00,1,0,0,noche
3807,2017-01-26 12:15:00,2017-01-26 12:24:00,1,9,0,tarde
3808,2017-01-27 16:00:00,2017-01-27 16:13:00,1,13,0,tarde
3809,2017-01-28 19:15:00,2017-01-28 19:32:00,1,17,1,noche
3810,2017-01-30 15:25:00,2017-01-30 15:26:00,1,1,0,tarde
3811,2017-01-31 20:55:00,2017-01-31 21:17:00,1,22,1,noche
3812,2017-01-01 20:00:00,2017-01-01 19:52:00,1,8,0,noche
3813,2017-01-02 19:05:00,2017-01-02 19:13:00,1,8,0,noche
3814,2017-01-03 19:40:00,2017-01-03 19:51:00,1,11,0,noche
3815,2017-01-04 19:35:00,2017-01-04 19:52:00,1,17,1,noche
3816,2017-01-05 21:00:00,2017-01-05 21:03:00,1,3,0,noche
3817,2017-01-06 21:40:00,2017-01-06 22:10:00,1,30,1,noche
3818,2017-01-08 18:10:00,2017-01-08 18:14:00,1,4,0,tarde
3819,2017-01-09 19:05:00,2017-01-09 19:11:00,1,6,0,noche
3820,2017-01-10 19:40:00,2017-01-10 19:45:00,1,5,0,noche
3821,2017-01-11 19:35:00,2017-01-11 19:35:00,1,0,0,noche
3822,2017-01-12 21:00:00,2017-01-12 21:26:00,1,26,1,noche
3823,2017-01-13 21:45:00,2017-01-13 22:05:00,1,20,1,noche
3824,2017-01-15 18:10:00,2017-01-15 18:08:00,1,2,0,tarde
3825,2017-01-16 19:05:00,2017-01-16 19:09:00,1,4,0,noche
3826,2017-01-17 19:40:00,2017-01-17 20:01:00,1,21,1,noche
3827,2017-01-18 19:35:00,2017-01-18 19:52:00,1,17,1,noche
3828,2017-01-19 21:00:00,2017-01-19 21:29:00,1,29,1,noche
3829,2017-01-20 21:40:00,2017-01-20 21:42:00,1,2,0,noche
3830,2017-01-22 19:05:00,2017-01-22 19:13:00,1,8,0,noche
3831,2017-01-23 19:05:00,2017-01-23 19:16:00,1,11,0,noche
3832,2017-01-24 19:40:00,2017-01-24 19:39:00,1,1,0,noche
3833,2017-01-25 19:35:00,2017-01-25 19:59:00,1,24,1,noche
3834,2017-01-26 21:00:00,2017-01-26 21:08:00,1,8,0,noche
3835,2017-01-27 21:45:00,2017-01-27 21:54:00,1,9,0,noche
3836,2017-01-29 19:05:00,2017-01-29 19:24:00,1,19,1,noche
3837,2017-01-30 19:05:00,2017-01-30 19:23:00,1,18,1,noche
3838,2017-01-31 19:40:00,2017-01-31 19:41:00,1,1,0,noche
3839,2017-01-01 21:35:00,2017-01-01 21:34:00,1,1,0,noche
3840,2017-01-04 20:35:00,2017-01-04 20:40:00,1,5,0,noche
3841,2017-01-05 23:00:00,2017-01-05 23:01:00,1,1,0,noche
3842,2017-01-09 21:50:00,2017-01-09 21:55:00,1,5,0,noche
3843,2017-01-11 20:35:00,2017-01-11 20:32:00,1,3,0,noche
3844,2017-01-12 23:00:00,2017-01-12 23:18:00,1,18,1,noche
3845,2017-01-16 21:50:00,2017-01-16 21:54:00,1,4,0,noche
3846,2017-01-18 20:35:00,2017-01-18 20:48:00,1,13,0,noche
3847,2017-01-19 23:00:00,2017-01-19 23:04:00,1,4,0,noche
3848,2017-01-23 21:50:00,2017-01-23 21:46:00,1,4,0,noche
3849,2017-01-25 20:35:00,2017-01-25 20:32:00,1,3,0,noche
3850,2017-01-26 23:00:00,2017-01-26 23:31:00,1,31,1,noche
3851,2017-01-30 21:50:00,2017-01-30 22:00:00,1,10,0,noche
3852,2017-01-01 07:40:00,2017-01-01 07:42:00,1,2,0,mañana
3853,2017-01-02 07:40:00,2017-01-02 07:50:00,1,10,0,mañana
3854,2017-01-05 10:10:00,2017-01-05 10:09:00,1,1,0,mañana
3855,2017-01-06 07:40:00,2017-01-06 07:57:00,1,17,1,mañana
3856,2017-01-09 07:40:00,2017-01-09 07:44:00,1,4,0,mañana
3857,2017-01-10 07:35:00,2017-01-10 07:40:00,1,5,0,mañana
3858,2017-01-11 07:35:00,2017-01-11 07:43:00,1,8,0,mañana
3859,2017-01-13 07:40:00,2017-01-13 07:41:00,1,1,0,mañana
3860,2017-01-14 07:35:00,2017-01-14 07:40:00,1,5,0,mañana
3861,2017-01-15 07:40:00,2017-01-15 07:45:00,1,5,0,mañana
3862,2017-01-16 07:40:00,2017-01-16 07:44:00,1,4,0,mañana
3863,2017-01-17 07:35:00,2017-01-17 07:37:00,1,2,0,mañana
3864,2017-01-18 07:35:00,2017-01-18 07:39:00,1,4,0,mañana
3865,2017-01-19 09:00:00,2017-01-19 08:56:00,1,4,0,mañana
3866,2017-01-20 07:40:00,2017-01-20 07:42:00,1,2,0,mañana
3867,2017-01-22 07:35:00,2017-01-22 07:43:00,1,8,0,mañana
3868,2017-01-23 07:40:00,2017-01-23 07:38:00,1,2,0,mañana
3869,2017-01-24 07:35:00,2017-01-24 07:35:00,1,0,0,mañana
3870,2017-01-25 07:35:00,2017-01-25 07:36:00,1,1,0,mañana
3871,2017-01-26 08:50:00,2017-01-26 08:49:00,1,1,0,mañana
3872,2017-01-27 07:40:00,2017-01-27 07:38:00,1,2,0,mañana
3873,2017-01-28 07:35:00,2017-01-28 07:45:00,1,10,0,mañana
3874,2017-01-30 07:40:00,2017-01-30 07:44:00,1,4,0,mañana
3875,2017-01-31 07:35:00,2017-01-31 07:39:00,1,4,0,mañana
3876,2017-01-01 12:50:00,2017-01-01 12:52:00,1,2,0,tarde
3877,2017-01-02 13:20:00,2017-01-02 13:19:00,1,1,0,tarde
3878,2017-01-03 13:20:00,2017-01-03 13:33:00,1,13,0,tarde
3879,2017-01-04 13:15:00,2017-01-04 13:24:00,1,9,0,tarde
3880,2017-01-05 13:15:00,2017-01-05 13:17:00,1,2,0,tarde
3881,2017-01-06 13:20:00,2017-01-06 13:34:00,1,14,0,tarde
3882,2017-01-07 13:20:00,2017-01-07 13:21:00,1,1,0,tarde
3883,2017-01-08 13:20:00,2017-01-08 13:23:00,1,3,0,tarde
3884,2017-01-09 13:20:00,2017-01-09 13:22:00,1,2,0,tarde
3885,2017-01-10 13:20:00,2017-01-10 13:19:00,1,1,0,tarde
3886,2017-01-11 13:15:00,2017-01-11 13:25:00,1,10,0,tarde
3887,2017-01-12 13:15:00,2017-01-12 13:21:00,1,6,0,tarde
3888,2017-01-13 13:20:00,2017-01-13 13:18:00,1,2,0,tarde
3889,2017-01-14 13:20:00,2017-01-14 13:37:00,1,17,1,tarde
3890,2017-01-15 13:20:00,2017-01-15 13:21:00,1,1,0,tarde
3891,2017-01-16 13:20:00,2017-01-16 13:20:00,1,0,0,tarde
3892,2017-01-17 13:20:00,2017-01-17 13:28:00,1,8,0,tarde
3893,2017-01-18 13:15:00,2017-01-18 13:16:00,1,1,0,tarde
3894,2017-01-19 13:15:00,2017-01-19 13:32:00,1,17,1,tarde
3895,2017-01-20 13:20:00,2017-01-20 13:21:00,1,1,0,tarde
3896,2017-01-21 13:20:00,2017-01-21 13:22:00,1,2,0,tarde
3897,2017-01-22 13:20:00,2017-01-22 13:26:00,1,6,0,tarde
3898,2017-01-23 13:20:00,2017-01-23 13:22:00,1,2,0,tarde
3899,2017-01-24 13:20:00,2017-01-24 13:28:00,1,8,0,tarde
3900,2017-01-25 13:15:00,2017-01-25 13:17:00,1,2,0,tarde
3901,2017-01-26 13:15:00,2017-01-26 13:20:00,1,5,0,tarde
3902,2017-01-27 13:15:00,2017-01-27 13:29:00,1,14,0,tarde
3903,2017-01-28 13:20:00,2017-01-28 13:40:00,1,20,1,tarde
3904,2017-01-29 13:20:00,2017-01-29 13:24:00,1,4,0,tarde
3905,2017-01-30 13:20:00,2017-01-30 13:25:00,1,5,0,tarde
3906,2017-01-31 13:20:00,2017-01-31 13:23:00,1,3,0,tarde
3907,2017-01-01 10:30:00,2017-01-01 10:25:00,1,5,0,mañana
3908,2017-01-02 11:35:00,2017-01-02 11:41:00,1,6,0,mañana
3909,2017-01-03 12:05:00,2017-01-03 12:13:00,1,8,0,tarde
3910,2017-01-04 08:15:00,2017-01-04 08:26:00,1,11,0,mañana
3911,2017-01-06 12:55:00,2017-01-06 12:52:00,1,3,0,tarde
3912,2017-01-07 08:15:00,2017-01-07 08:17:00,1,2,0,mañana
3913,2017-01-08 09:05:00,2017-01-08 09:07:00,1,2,0,mañana
3914,2017-01-09 11:35:00,2017-01-09 11:41:00,1,6,0,mañana
3915,2017-01-13 13:05:00,2017-01-13 13:08:00,1,3,0,tarde
3916,2017-01-16 11:35:00,2017-01-16 11:36:00,1,1,0,mañana
3917,2017-01-20 13:05:00,2017-01-20 13:08:00,1,3,0,tarde
3918,2017-01-23 12:25:00,2017-01-23 12:33:00,1,8,0,tarde
3919,2017-01-27 13:05:00,2017-01-27 13:09:00,1,4,0,tarde
3920,2017-01-29 09:05:00,2017-01-29 09:08:00,1,3,0,mañana
3921,2017-01-30 12:05:00,2017-01-30 12:05:00,1,0,0,tarde
3922,2017-01-31 12:05:00,2017-01-31 12:15:00,1,10,0,tarde
3923,2017-01-01 07:45:00,2017-01-01 07:43:00,1,2,0,mañana
